Sentence #,sylhet_word,bio_tag
Sentence: 462,আমি,O
,প্রতিদিন,O
,ফুটবল,B-OBJ
,খেলাত,O
,যাই,O
Sentence: 463,বার্সেলোনা,B-ORG
,ফুটবল,I-ORG
,ক্লাব,I-ORG
,বাক্কা,O
,জনপ্রিয়,O
Sentence: 464,আমি,O
,ফুটবল,B-OBJ
,ম্যাচ,O
,দেখতে,O
,খুব,O
,বালা,O
,ফাই,O
Sentence: 465,বাংলাদেশ,B-LOC
,ওর,O
,জনপ্রিয়,O
,ফুটবলার,B-ROLE
,ওকল,O
,বাক্কা,O
,উচা,O
,মান,O
,ওর,O
,খেলোয়াড়,B-ROLE
Sentence: 466,ফুটবল,B-OBJ
,খেলার,O
,সময়,O
,আমি,O
,বাক্কা,O
,আনন্দ,O
,ফাই,O
Sentence: 467,আমি,O
,ফুটবল,B-OBJ
,ম্যাচ,O
,ওকল,O
,দেখতে,O
,বালা,O
,ফাই,O
Sentence: 468,আমি,O
,ফুটবল,B-OBJ
,ম্যাচ,O
,ও,O
,থাকতাম,O
,চাই,O
Sentence: 469,ব্রাজিল,B-ORG
,ওর,O
,ফুটবল,I-ORG
,দল,I-ORG
,ওগু,O
,বিশ্বসেরা,O
Sentence: 470,আমি,O
,ব্রাজিল,B-ORG
,ফুটবল,I-ORG
,দলরে,I-ORG
,সমর্থন,O
,করি,O
Sentence: 471,ব্রাজিল,B-ORG
,ওর,O
,ফুটবল,I-ORG
,দল,I-ORG
,একটা,O
,শক্তিশালী,O
,দল,O
Sentence: 472,ব্রাজিল,B-ORG
,ওর,O
,ফুটবল,I-ORG
,দল,I-ORG
,বিশ্বকাপ,B-ORG
,চ্যাম্পিয়ন,O
Sentence: 473,আমি,O
,আর্জেন্টিনার,B-ORG
,ফুটবল,I-ORG
,দলরে,I-ORG
,সমর্থন,O
,করি,O
Sentence: 474,আমি,O
,বাংলাদেশ,B-ORG
,ওর,O
,ক্রিকেট,B-ORG
,দলরে,I-ORG
,সমর্থন,O
,করি,O
Sentence: 475,বাংলাদেশ,B-ORG
,ওর,I-ORG
,ক্রিকেট,I-ORG
,দল,I-ORG
,শক্তিশালী,O
,দল,B-ORG
,ওকলতোর,O
,মাঝে,O
,একটা,O
Sentence: 476,মেঘনা,B-LOC
,ওইলো,O
,বাংলাদেশ,B-LOC
,ওর,O
,একটা,O
,প্রধান,O
,নদী,B-LOC
Sentence: 477,নীল,B-LOC
,নদী,I-LOC
,ওইলো,O
,আফ্রিকার,B-LOC
,প্রধান,O
,নদীর,B-LOC
,মাঝে,O
,একটা,O
Sentence: 478,নীল,B-COL
,আকাশ,O
,ওর,O
,নিচে,O
,তুমিতাইন,O
,ওর,O
,হাত,O
,ধরিয়া,O
,হাটিয়া,O
,যাইতাম,O
,চাই,O
Sentence: 479,তুমিতাইন,O
,ওর,O
,লগে,O
,নীল,B-COL
,আকাশ,O
,ওর,O
,নিচে,O
,বইয়া,O
,গফ,O
,করতাম,O
,চাই,O
Sentence: 480,আমাজন,B-LOC
,নদী,I-LOC
,দুনিয়ার,B-LOC
,সব,O
,তাকি,O
,বড়,O
,নদী,B-LOC
,হিসাবে,O
,পরিচিত,O
Sentence: 481,আকাশ,O
,ওর,O
,নীল,B-COL
,রঙটা,I-COL
,অসাধারণ,O
Sentence: 482,আকাশ,O
,ওর,O
,তারা,O
,ওগুন্তে,O
,আমরারে,O
,আশা,O
,দেয়,O
Sentence: 483,আকাশ,O
,ওর,O
,মেঘ,O
,ওর,O
,লাগি,O
,বৃষ্টি,O
,পড়ে,O
Sentence: 484,মাছ,B-ANI
,ওগুন,O
,পানির,O
,মাঝে,O
,সুন্দর,O
Sentence: 485,তুমি,O
,ওনো,O
,থাকলে,O
,আমি,O
,খুশি,O
Sentence: 486,আমি,O
,সকাইলকু,O
,ঘুমাইয়া,O
,উঠি,O
Sentence: 487,আমার,O
,লাল,B-COL
,রঙ,I-COL
,ওর,O
,গাড়ি,B-OBJ
,ওগু,O
,গতকাইল,O
,চুরি,O
,ওই,O
,গেছে,O
Sentence: 488,আমার,O
,বাসাত,O
,গতকাইল,O
,চুরি,O
,ওইছে,O
Sentence: 489,আমার,O
,গাড়ি,B-OBJ
,ওগুর,O
,রঙ,O
,ওইলো,O
,লাল,O
Sentence: 490,সহজ,O
,ভাষায়,O
,মাতা,O
,উচিত,O
Sentence: 491,আমি,O
,আফনার,O
,লগে,O
,আছি,O
Sentence: 492,আমার,O
,আব্বা,B-ROLE
,বিদেশ,B-LOC
,থাকোইন,O
Sentence: 493,আমার,O
,ছোট,B-REL
,ভাউ,I-REL
,দুই,O
,মাস,O
,বাদে,O
,বিদেশ,B-LOC
,পড়ার,O
,লাগি,O
,যাইরো,O
,গি,O
Sentence: 494,আমার,O
,বড়,B-REL
,বইনে,I-REL
,আমারে,O
,খুব,O
,বালা,O
,ফায়,O
Sentence: 495,আমার,O
,বড়,B-REL
,বইনরে,I-REL
,আমি,O
,খুব,O
,বালা,O
,ফাই,O
Sentence: 496,আফনার,O
,বড়,B-REL
,বইন,I-REL
,ওর,O
,কিতা,O
,বিয়া,O
,ওই,O
,গেছে,O
,নি,O
Sentence: 497,তোর,O
,বড়,B-REL
,ভাই,I-REL
,ওর,O
,নাম,O
,কিতা,O
Sentence: 498,তোর,O
,বড়,B-REL
,ভাই,I-REL
,ওর,O
,লগে,O
,আমার,O
,বিয়া,O
,ওয়ার,O
,মাত,O
,চলের,O
Sentence: 499,বিদেশ,B-LOC
,ঘুরাত,O
,যাওয়া,O
,আমার,O
,স্বপ্ন,O
Sentence: 500,আমি,O
,কোন,O
,সময়,O
,ওউ,O
,তোমারে,O
,ভুলতাম,O
,নায়,O
Sentence: 501,তুমিতাইন,O
,ওইলায়,O
,আমার,O
,জীবন,O
,ওর,O
,আলো,O
Sentence: 502,সকাইলকু,O
,পড়ালেখা,O
,করা,O
,বালা,O
,উপায়,O
Sentence: 503,পরীক্ষার,O
,লাগি,O
,সকাইলকু,O
,পড়লে,O
,বালা,O
,ওয়,O
Sentence: 504,সকাইলকু,O
,পড়িয়া,O
,প্রতিদিন,O
,শুরু,O
,করলে,O
,বালা,O
Sentence: 505,সকাইলকু,O
,পড়লে,O
,আমি,O
,আরামে,O
,মনোযোগ,O
,দিতাম,O
,ফারি,O
Sentence: 506,সকাইলকুর,O
,শুরু,O
,তাকি,O
,পড়ালেখা,O
,করা,O
,বালা,O
Sentence: 507,বাক্কা,O
,দিন,O
,আগে,O
,এক,O
,গ্রামও,B-LOC
,এক,O
,টুপিআলা,B-ROLE
,আছলা,O
Sentence: 508,তাইন,O
,একদিন,O
,লগ,O
,ওর,O
,গ্রাম,B-LOC
,ও,O
,টুপি,B-OBJ
,বেচছিলা,O
Sentence: 509,তাইন,O
,রাস্তা,B-LOC
,দিয়া,O
,তান,O
,গ্রাম,B-LOC
,ওর,O
,দিকে,O
,ফিরছিলা,O
Sentence: 510,হউ,O
,সময়,O
,কান্দা,O
,দিয়া,O
,একগু,O
,শিয়াল,B-ANI
,যাইতো,O
,আছিল,O
Sentence: 511,আমারে,O
,ওনো,O
,লইয়া,O
,চলো,O
Sentence: 512,এর,O
,বাদে,O
,তাকি,O
,তারা,O
,দুইজন,O
,ওউ,O
,সবজি,B-LOC
,বাগান,I-LOC
,ও,O
,গিয়া,O
,পেট,O
,ভরিয়া,O
,খাইতো,O
Sentence: 513,ওখন,O
,তুমিতাইন,O
,গান,O
,গাইতে,O
,ফারতায়,O
,নায়,O
Sentence: 514,আমি,O
,গান,O
,গাইতাম,O
,চাইয়ার,O
Sentence: 515,ওখন,O
,যদি,O
,তুমিতাইন,O
,গান,O
,গাও,O
,তে,O
,চাষিয়ে,B-ROLE
,হুনতে,O
,ফারবো,O
Sentence: 516,একদিন,O
,নদীর,B-LOC
,কান্দাত,O
,একগু,O
,গাছ,O
,ও,O
,কাঠ,B-OBJ
,কাটার,O
,সময়,O
,তার,O
,কুড়াল,B-OBJ
,ওগু,O
,নদীর,B-LOC
,পানিত,I-LOC
,পড়ি,O
,গেছিল,O
Sentence: 517,আমার,O
,নীল,B-COL
,আকাশ,O
,দেখতে,O
,বাক্কা,O
,বালাউ,O
,লাগে,O
Sentence: 518,তুমিতাইন,O
,ওর,O
,কিতা,O
,নীল,B-COL
,আকাশ,O
,দেখতে,O
,বালা,O
,লাগে,O
,না,O
,নি,O
Sentence: 519,আমার,O
,পরীক্ষা,O
,দিতে,O
,একবারেউ,O
,বালা,O
,লাগে,O
,না,O
Sentence: 520,আফনার,O
,কিতা,O
,পরীক্ষা,O
,দিতে,O
,বালা,O
,লাগে,O
,নি,O
Sentence: 521,আফনে,O
,কিলা,O
,আছোইন,O
Sentence: 522,আমি,O
,বালা,O
,আছি,O
Sentence: 523,কিতা,O
,কররা,O
,আফনে,O
,ওখন,O
Sentence: 524,আমি,O
,একগু,O
,বই,B-OBJ
,পড়ছি,O
Sentence: 525,আফনে,O
,কিতা,O
,অন্যান্য,O
,বই,B-OBJ
,পড়ছোইন,O
,নি,O
Sentence: 526,তুমিতাইন,O
,কিতা,O
,সরকারি,O
,চাকরি,O
,করছো,O
,নি,O
Sentence: 527,আমি,O
,একজন,O
,সরকারি,B-ROLE
,কর্মকর্তা,I-ROLE
Sentence: 528,তুমিতাইন,O
,কিতা,O
,চাকরি,O
,করছো,O
,নি,O
Sentence: 529,আমি,O
,একজন,O
,প্রফেশনাল,B-ROLE
,ব্লগার,I-ROLE
,ওইয়া,O
,কাম,O
,করিয়ার,O
Sentence: 530,তুমিতাইন,O
,কুয়াই,O
,চাকরি,O
,কররায়,O
Sentence: 531,দূর,O
,ওই,O
,কোন,O
,কান,O
,ও,O
,যিনো,O
,কেউ,O
,নায়,O
Sentence: 532,আমি,O
,ওউ,O
,হকল,O
,সময়,O
,কষ্ট,O
,পাই,O
,কিওর,O
,লাগি,O
Sentence: 533,আমার,O
,ভালোবাসাত,O
,কিতার,O
,কমতি,O
,আছিল,O
Sentence: 534,তারা,O
,তিনগু,O
,ভাই,B-REL
,আছিল,O
,কিন্তু,O
,হেরার,O
,মাঝে,O
,মিল,O
,আছিল,O
,না,O
Sentence: 535,আফনে,O
,আমার,O
,লগে,O
,ওলা,O
,মাত্তা,O
,ফারোইন,O
,না,O
Sentence: 536,আফনে,O
,বউত,O
,বালা,O
,মানুষ,O
Sentence: 537,আমরা,O
,ঢাকাত,B-LOC
,থাকি,O
Sentence: 538,আমি,O
,ঢাকার,B-LOC
,মিরপুর,I-LOC
,ও,O
,থাকি,O
Sentence: 539,আমি,O
,তাইর,O
,চউখ,O
,ওর,O
,মায়াত,O
,পড়ছি,O
Sentence: 540,হের,O
,হাসি,O
,যে,O
,সুন্দর,O
Sentence: 541,হে,O
,তার,O
,পরিবাররে,O
,যে,O
,বালা,O
,ফায়,O
Sentence: 542,তার,O
,লাগি,O
,আমি,O
,হকলতা,O
,করতাম,O
,ফারি,O
Sentence: 543,আমি,O
,তারে,O
,বালা,O
,ফাই,O
Sentence: 544,তার,O
,চুলগুন,O
,যে,O
,লাম্বা,O
Sentence: 545,তারে,O
,কাজল,B-OBJ
,দিলে,O
,বাক্কা,O
,বালা,O
,লাগে,O
Sentence: 546,তুমিতাইন,O
,কিতা,O
,আমারে,O
,বালা,O
,ফাও,O
,না,O
,নি,O
Sentence: 547,তুমিতাইন,O
,বুঝিরায়,O
,না,O
,কিতার,O
,লাগি,O
Sentence: 548,হে,O
,গান,O
,গাইতো,O
,বালা,O
,ফায়,O
Sentence: 549,হে,O
,যে,O
,ফুরিরে,O
,বালা,O
,ফাও,O
,হউ,O
,ফুরি,O
,ওগু,O
,ঢাকাত,B-LOC
,থাকে,O
Sentence: 550,আফনে,O
,যে,O
,ফুয়ারে,O
,বালা,O
,ফাইন,O
,ওউ,O
,ফুয়া,O
,ওগুয়ে,O
,কিতা,O
,আফনারে,O
,বালা,O
,ফায়,O
,নি,O
Sentence: 551,হে,O
,একগু,O
,গাড়ি,B-OBJ
,চুরি,O
,করিলাইছে,O
Sentence: 552,আমি,O
,তুমিতাইন,O
,ওর,O
,লগে,O
,পৃথিবী,B-LOC
,ঘুরতাম,O
,চাই,O
Sentence: 553,কিন্তু,O
,আমিতো,O
,তুমিতাইন,O
,ওর,O
,লগে,O
,যাইতাম,O
,নায়,O
Sentence: 554,তুমিতাইন,O
,ওর,O
,মাত,O
,হুনিয়া,O
,বাক্কা,O
,বালা,O
,লাগলো,O
Sentence: 555,তুমিতাইন,O
,ওর,O
,বালা,O
,না,O
,লাগলে,O
,কুন্তা,O
,করার,O
,নাই,O
Sentence: 556,ছবি,O
,তোলার,O
,বাদে,O
,আমারে,O
,কিলা,O
,লাগে,O
Sentence: 557,আমি,O
,আইজ,O
,বাক্কাদিন,O
,বাদে,O
,তার,O
,লগে,O
,মাতছি,O
Sentence: 558,হে,O
,দেখতে,O
,যে,O
,সুন্দর,O
Sentence: 559,কিন্তু,O
,সুন্দর,O
,ওইলেউ,O
,তো,O
,সবতা,O
,নায়,O
Sentence: 560,তার,O
,চউখ,O
,হরিণ,O
,ওর,O
,লাকান,O
Sentence: 561,একগু,O
,ফুরি,O
,আর,O
,একগু,O
,ফুয়ায়,O
,একলগে,O
,খেলছে,O
Sentence: 562,কালা,B-COL
,কুত্তা,B-ANI
,একগু,O
,ঘাস,O
,ওর,O
,মাঝে,O
,দিয়া,O
,চলের,O
Sentence: 563,কালা,B-COL
,কুত্তা,B-ANI
,একগু,O
,ঘাস,O
,ওর,O
,মাঝে,O
,দিয়া,O
,দৌড়াইরো,O
Sentence: 564,কালা,B-COL
,কুত্তা,B-ANI
,একগু,O
,ঘাস,O
,ওর,O
,মাঝে,O
,হুতি,O
,রইছে,O
Sentence: 565,একপাল,O
,বেটিন,O
,রাস্তাত,B-LOC
,হাঁটের,O
Sentence: 566,দরজার,B-OBJ
,কান্দাত,O
,দুইজন,O
,বইয়া,O
,গিটার,B-OBJ
,বাজাইরো,O
Sentence: 567,ফুটপাত,B-LOC
,দিয়া,O
,একলগে,O
,হাটরা,O
,তিনজন,O
,বেটিন,O
Sentence: 568,আম্মার,B-REL
,লাগি,O
,বেশি,O
,খারাপ,O
,লাগছে,O
Sentence: 569,আমরার,O
,পরিবার,O
,ও,O
,আম্মার,B-REL
,অবদান,O
,ওউ,O
,সব,O
,তাকি,O
,বেশি,O
,বলয়া,O
,আমি,O
,মনো,O
,করি,O
Sentence: 570,তোমরার,O
,লাগি,O
,কুন্তা,O
,তো,O
,করতেউ,O
,ফারলাম,O
,না,O
,উলটা,O
,পরিবাররে,O
,শেষ,O
,করলাম,O
Sentence: 571,হকল,O
,সময়,O
,ডরাইয়া,O
,ডরাইয়া,O
,থাকতাম,O
,গলা,O
,দিয়া,O
,খানি,O
,নামতো,O
,না,O
Sentence: 572,শেষ,O
,করলাম,O
,হকলতা,O
Sentence: 573,যদিও,O
,মাফ,O
,ওর,O
,যোগ্য,O
,নায়,O
,আমি,O
,ফারলে,O
,মাফ,O
,করি,O
,দিওইন,O
Sentence: 574,আফনারার,O
,আকাইম্মা,O
,ফুয়া,O
Sentence: 575,আল্লাহ,O
,রহমত,O
,ওর,O
,বৃষ্টি,O
,দিও,O
Sentence: 576,বৃষ্টির,O
,লাগি,O
,ঢাকাত,B-LOC
,নীন,O
,কান,O
,ও,O
,নামাজ,O
,পড়া,O
,ওইবো,O
,নি,O
Sentence: 577,পানির,B-FOOD
,অভাব,O
,আর,O
,বালা,O
,লাগের,O
,না,O
Sentence: 578,উত্তরাত,B-LOC
,আমরার,O
,বিল্ডিং,B-LOC
,ও,O
,কোন,O
,লাকান,O
,ওউ,O
,পানি,O
,পাইয়ার,O
,না,O
,আমরা,O
Sentence: 579,খালি,O
,এক,O
,গাড়ি,B-OBJ
,পানি,B-FOOD
,ওইলেও,O
,দুইটা,O
,দিন,O
,চলা,O
,যাইতো,O
Sentence: 580,কোন,O
,লাকান,O
,ওউ,O
,ওয়াসায়,B-ORG
,পানি,O
,দিরো,O
,না,O
Sentence: 581,কিতা,O
,কিরতাম,O
,ফারি,O
,আমি,O
,কউকা,O
,ওখন,O
Sentence: 582,কারেন্ট,O
,বাদে,O
,নি,O
,থাকা,O
,যায়,O
,তেও,O
,পানি,B-FOOD
,ছাড়া,O
,কিলা,O
,থাকো,O
,মাইনষে,O
Sentence: 583,আইজ,O
,জুম্মা,O
,বার,O
Sentence: 584,আমি,O
,হুক্কুরবার,O
,বইত,O
,সকাইলকু,O
,উঠি,O
Sentence: 585,হে,O
,খুব,O
,বেলা,O
,লাগাইয়া,O
,ঘুমায়,O
Sentence: 586,হে,O
,আমারে,O
,একগু,O
,উপহার,O
,দিছে,O
Sentence: 587,আইজ,O
,আমার,O
,জন্মদিন,O
Sentence: 588,আমার,O
,বয়স,O
,বেশি,O
,নায়,O
,কিতার,O
,লাগি,O
Sentence: 589,এর,O
,তনে,O
,আমি,O
,ওউ,O
,দেখতে,O
,ভেশি,O
,সুন্দর,O
Sentence: 590,ওউ,O
,বার,O
,কুরবানিত,O
,লাল,B-COL
,গরু,B-ANI
,কিনমু,O
Sentence: 591,হকলতা,O
,একলগে,O
,করা,O
,যায়,O
,না,O
Sentence: 592,তুমিতাইন,O
,বিয়া,O
,কররায়,O
,না,O
,কিওর,O
,লাগি,O
Sentence: 593,বালা,O
,ফুরি,O
,পাইয়ার,O
,না,O
Sentence: 594,ঘড়িত,B-OBJ
,বাজে,O
,কয়তা,O
Sentence: 595,আইজ,O
,দুপুরি,O
,বেলা,O
,আমরার,O
,দাওয়াত,O
,আছে,O
Sentence: 596,কিলা,O
,আছোইন,O
,আফনারা,O
Sentence: 597,আইজ,O
,কত,O
,তারিখ,O
Sentence: 598,মন,O
,বালা,O
,করার,O
,লাগি,O
,তোমরা,O
,কিতা,O
,কর,O
Sentence: 599,আমি,O
,মাঝে,O
,মধ্যে,O
,গান,O
,হুনি,O
Sentence: 600,আইজকাইল,O
,পড়ার,O
,চাপ,O
,বউত,O
,বেশি,O
Sentence: 601,তোমরা,O
,কিতা,O
,গল্প,B-OBJ
,র,O
,বই,I-OBJ
,পড়তে,O
,বালা,O
,ফাও,O
,নি,O
Sentence: 602,তোমরার,O
,প্রিয়,O
,লেখক,B-ROLE
,কেটা,O
Sentence: 603,আমার,O
,প্রিয়,O
,লেখক,B-ROLE
,ওইলা,O
,হুমায়ুন,B-PER
,আহমেদ,I-PER
Sentence: 604,ফুটবল,B-ORG
,ও,O
,তোমরার,O
,প্রিয়,O
,দল,O
,কোনটা,O
Sentence: 605,ব্রাজিল,B-ORG
,ফুটবল,B-ORG
,ওর,O
,সেরা,O
,দল,O
Sentence: 606,শুক্র,O
,আর,O
,শনি,O
,ওইলো,O
,সাপ্তাহিক,O
,ছুটির,O
,দিন,O
Sentence: 607,রইব্বার,O
,তাকি,O
,আমরার,O
,বিশ্ববিদ্যালয়,B-ORG
,ওর,O
,ক্লাস,O
,আরম্ব,O
,ওইবো,O
Sentence: 608,তুমিতাইন,O
,ঢাকার,B-LOC
,কোন,O
,থাকো,O
Sentence: 609,তোমরার,O
,গ্রাম,B-LOC
,ওর,O
,বাড়ি,I-LOC
,কোন,O
Sentence: 610,তুমিতাইন,O
,কিতা,O
,সাঁতার,O
,জানো,O
,নি,O
Sentence: 611,তুমিতাইন,O
,কোন,O
,ক্লাস,O
,ও,O
,পড়রায়,O
Sentence: 612,বাংলাদেশ,B-LOC
,ওর,O
,প্রধানমন্ত্রীর,B-ROLE
,নাম,O
,কিতা,O
Sentence: 613,বাংলাদেশ,B-LOC
,ওর,O
,ওখনকুর,O
,প্রধানমন্ত্রী,B-ROLE
,শেখ,B-PER
,হাসিনা,I-PER
Sentence: 614,বউত,O
,বড়লোক,O
,ওইতাম,O
,চাই,O
Sentence: 615,তুমিতাইন,O
,কোন,O
,বিষয়,O
,ও,O
,পড়রায়,O
Sentence: 616,বায়রে,O
,বেশেবা,O
,বৃষ্টি,O
,ওইছে,O
Sentence: 617,আইজ,O
,হারাদিন,O
,বৃষ্টি,O
,ওইছে,O
Sentence: 618,ফেইসবুক,B-ORG
,ওইলো,O
,একটা,O
,জনপ্রিয়,O
,যোগাযোগ,O
,ওর,O
,মাধ্যম,O
Sentence: 619,জীবন,O
,ও,O
,উন্নতি,O
,করাত,O
,গেলে,O
,বউত,O
,সময়,O
,বউত,O
,বাঁধার,O
,মুখামুখি,O
,ওয়া,O
,লাগে,O
Sentence: 620,হক্কল,O
,বাঁধা,O
,ফারোইয়া,O
,জীবনে,O
,সফল,O
,ওয়া,O
,লাগবো,O
Sentence: 621,আমি,O
,চা,B-FOOD
,খাইতে,O
,বালা,O
,ফাই,O
Sentence: 622,তোর,O
,বই,B-OBJ
,ওগু,O
,কিতা,O
,আমারে,O
,দিতে,O
,ফারবে,O
,নি,O
Sentence: 623,তোরে,O
,ধন্যবাদ,O
,ওলা,O
,বালা,O
,একটা,O
,বই,B-OBJ
,ওর,O
,খোঁজ,O
,আমারে,O
,দেওনের,O
,লাগি,O
Sentence: 624,অসাধারণ,O
,একটা,O
,বই,B-OBJ
,পড়লাম,O
Sentence: 625,ওবার,O
,ওর,O
,বন্ধত,O
,কক্সবাজার,B-LOC
,যাইমু,O
Sentence: 626,আমি,O
,আমার,O
,গ্রাম,B-LOC
,ওর,O
,বাড়ি,I-LOC
,যাইমু,O
,ঠিক,O
,করছি,O
Sentence: 627,গ্রাম,B-LOC
,ওর,O
,প্রকৃতি,O
,খুব,O
,সুন্দর,O
Sentence: 628,নদীর,B-LOC
,দুই,O
,পাড়,O
,ওর,O
,সুন্দর,O
,দৃশ্যয়,O
,চউখ,O
,জুড়াই,O
,যায়,O
Sentence: 629,তুমিতাইন,O
,ওর,O
,মূল্যবান,O
,বক্তব্যর,O
,লাগি,O
,ধন্যবাদ,O
Sentence: 630,তোমরা,O
,হক্কল,O
,ওর,O
,দোয়া,O
,চাই,O
Sentence: 631,আইজ,O
,লাগের,O
,আর,O
,সময়,O
,ওউ,O
,যাইরো,O
,না,O
Sentence: 632,ছোট,O
,তনে,O
,ওউ,O
,আমার,O
,সাইকেল,B-OBJ
,চালানির,O
,অভ্যাস,O
Sentence: 633,স্কুল,B-ORG
,ও,O
,সাইকেল,B-OBJ
,চালাইয়া,O
,যাইতাম,O
,মাঝে,O
,মধ্যে,O
Sentence: 634,ক্লাস,O
,ও,O
,আইজ,O
,কুন্তাত,O
,ওউ,O
,মন,O
,বইরো,O
,না,O
Sentence: 635,ছয়টা,O
,ঋতুর,O
,দেশ,B-LOC
,ওউ,O
,বাংলাদেশ,B-LOC
Sentence: 636,কারেন্ট,O
,ছাড়া,O
,ঘরও,O
,মোমবাত্তি,B-OBJ
,জ্বালাইয়া,O
,বই,O
,রইছি,O
Sentence: 637,তুমিতাইন,O
,ওর,O
,বাসাত,O
,কারেন্ট,O
,থাকতো,O
,ফারে,O
,ওতার,O
,লাগি,O
,ওবায়,O
,আই,O
,গেলাম,O
Sentence: 638,আখতা,O
,করি,O
,কারেন্ট,O
,গেলো,O
,গি,O
Sentence: 639,আধুনিক,O
,সভ্যতারে,O
,বিজ্ঞানে,O
,বউত্তাউ,O
,উপহার,O
,দিছে,O
Sentence: 640,কম্পিউটার,B-OBJ
,আধুনিক,O
,বিজ্ঞান,O
,জগতরে,O
,বালাউ,O
,সহজ,O
,করছে,O
Sentence: 641,বাংলাদেশ,B-LOC
,ওইলো,O
,গ্রামপ্রধান,B-LOC
,দেশ,O
Sentence: 642,আমরার,O
,গ্রাম,B-LOC
,ওর,O
,মাইনষের,O
,সংখ্যা,O
,ওইলো,O
,প্রায়,O
,চাইর,O
,হাজার,O
Sentence: 643,বিলাই,B-ANI
,ওর,O
,প্রিয়,O
,খানি,O
,ওইলো,O
,দুধ,B-FOOD
Sentence: 644,বিলাই,B-ANI
,বাক্কা,O
,আরামপ্রিয়,O
,প্রাণী,O
Sentence: 645,বাংলাদেশ,B-LOC
,ওর,O
,মাইনষর,O
,আধাউ,O
,বেটিয়াইন,O
Sentence: 646,পলিথিন,B-OBJ
,ওর,O
,ব্যবহার,O
,মারাত্মক,O
,অসুখ,O
,ওর,O
,সৃষ্টি,O
,করতো,O
,ফারে,O
Sentence: 647,ইলিশ,B-FOOD
,আমার,O
,সব,O
,তাকি,O
,বেশি,O
,বালা,O
,লাগা,O
,মাছ,B-FOOD
Sentence: 648,পদ্মার,B-LOC
,ইলিশ,B-FOOD
,খাইতে,O
,বেশেবা,O
,মজা,O
Sentence: 649,ব্যস্ত,O
,একটা,O
,দিন,O
,কাটাইলাম,O
Sentence: 650,রাইত,B-FOOD
,ওর,I-FOOD
,খানিটা,O
,খাইয়াউ,O
,ঘুমাই,O
,রইলাম,O
Sentence: 651,ওখন,O
,পড়াত,O
,বইমু,O
Sentence: 652,হকল,O
,ওর,O
,কাছ,O
,তনে,O
,বিদায়,O
,লইয়ার,O
Sentence: 653,আবার,O
,দেখা,O
,ওইবো,O
,নে,O
Sentence: 654,বাংলাদেশ,B-LOC
,ও,O
,বাক্কা,O
,দু্র্যোগ,O
,ওয়ার,O
,লাকান,O
,অঞ্চল,O
,আছে,O
Sentence: 655,জিনিসটা,O
,হাছাউ,O
,চিন্তার,O
Sentence: 656,পড়ার,O
,ইচ্ছাউ,O
,করের,O
,না,O
,আইজ,O
Sentence: 657,তুমিতাইন,O
,ওর,O
,কোন,O
,বিষয়,O
,বেশি,O
,বালা,O
,লাগে,O
Sentence: 658,অংক,O
,তুমিতাইন,O
,ওর,O
,কিলা,O
,লাগে,O
,তে,O
Sentence: 659,আমি,O
,পড়াত,O
,বালা,O
,নায়,O
Sentence: 660,আমারে,O
,সবে,O
,এক,O
,নামেউ,O
,চিনে,O
Sentence: 661,তুমিতাইন,O
,কিতা,O
,গেছলায়,O
,নি,O
Sentence: 662,তুমিতাইন,O
,ওর,O
,কোন,O
,সবজি,B-FOOD
,বেশি,O
,বালা,O
,লাগে,O
,তে,O
Sentence: 663,আমার,O
,টমেটো,B-FOOD
,বেশি,O
,বালা,O
,লাগে,O
Sentence: 664,চলো,O
,তে,O
,একলগে,O
,গান,O
,গাই,O
Sentence: 665,চলো,O
,তে,O
,একলগে,O
,মাছ,B-FOOD
,ধরি,O
Sentence: 666,আফনে,O
,আফনার,O
,পরিবাররে,O
,লইয়া,O
,আমার,O
,বাসাত,O
,আইন,O
,যেন,O
Sentence: 667,তুমিতাইন,O
,কিতা,O
,আমারে,O
,আগে,O
,দেখছো,O
,নি,O
Sentence: 668,আমার,O
,লগে,O
,নাচবায়,O
,নি,O
Sentence: 669,তুমিতাইন,O
,ওর,O
,কোন,O
,গান,O
,বেশি,O
,বালা,O
,লাগে,O
Sentence: 670,তুমিতাইন,O
,ওর,O
,কোন,O
,গায়করে,B-ROLE
,বেশি,O
,বালা,O
,লাগে,O
Sentence: 671,কাইল,O
,গুড্ডি,B-OBJ
,উড়াইমু,O
,নে,O
Sentence: 672,তুমিতাইন,O
,কিতা,O
,আমারে,O
,বালা,O
,ফাও,O
,নি,O
Sentence: 673,চলো,O
,তে,O
,গুড্ডি,B-OBJ
,উড়াই,O
Sentence: 674,আমি,O
,ছোটকাল,O
,তনেউ,O
,মেধাবী,O
,আছলাম,O
Sentence: 675,আমার,O
,নৌকা,B-OBJ
,দিয়া,O
,ঘুরতে,O
,যে,O
,বালা,O
,লাগে,O
Sentence: 676,জেলে,B-ROLE
,ওকলতে,O
,মাছ,B-FOOD
,মারছে,O
Sentence: 677,আমি,O
,আম,B-FOOD
,খাইতাম,O
Sentence: 678,আম,B-FOOD
,ফলটা,I-FOOD
,আমার,O
,সব,O
,তাকি,O
,বেশি,O
,বালা,O
,লাগে,O
Sentence: 679,আইজ,O
,তুমিতাইন,O
,ওর,O
,ভাইরে,B-REL
,দেখলাম,O
